# x, y, theta, v_l, v_r
9.22, 2829.26, 1.357, 24.93, 24.93
9.27, 2829.50, 1.357, 24.93, 24.93
9.33, 2829.74, 1.357, 24.93, 24.93
9.38, 2829.99, 1.357, 24.93, 24.93
9.43, 2830.23, 1.357, 24.93, 24.93
9.49, 2830.47, 1.357, 24.93, 24.93
9.53, 2830.61, 1.169, 24.93, 6.16
9.63, 2830.84, 1.169, 24.93, 24.93
9.73, 2831.07, 1.169, 24.93, 24.93
9.80, 2831.20, 0.981, 24.93, 6.16
9.94, 2831.40, 0.981, 24.93, 24.93
10.08, 2831.61, 0.981, 24.93, 24.93
10.22, 2831.82, 0.981, 24.93, 24.93
10.36, 2832.02, 0.981, 24.93, 24.93
10.49, 2832.23, 0.981, 24.93, 24.93
10.63, 2832.44, 0.981, 24.93, 24.93
10.77, 2832.65, 0.981, 24.93, 24.93
10.91, 2832.85, 0.981, 24.93, 24.93
11.05, 2833.06, 0.981, 24.93, 24.93
11.19, 2833.27, 0.981, 24.93, 24.93
11.33, 2833.47, 0.981, 24.93, 24.93
11.46, 2833.68, 0.981, 24.93, 24.93
11.60, 2833.89, 0.981, 24.93, 24.93
11.74, 2834.10, 0.981, 24.93, 24.93
11.88, 2834.30, 0.981, 24.93, 24.93
12.02, 2834.51, 0.981, 24.93, 24.93
12.16, 2834.72, 0.981, 24.93, 24.93
12.30, 2834.93, 0.981, 24.93, 24.93
12.43, 2835.13, 0.981, 24.93, 24.93
12.57, 2835.34, 0.981, 24.93, 24.93
12.71, 2835.55, 0.981, 24.93, 24.93
12.85, 2835.75, 0.981, 24.93, 24.93
12.99, 2835.96, 0.981, 24.93, 24.93
13.13, 2836.17, 0.981, 24.93, 24.93
13.27, 2836.38, 0.981, 24.93, 24.93
13.40, 2836.58, 0.981, 24.93, 24.93
13.54, 2836.79, 0.981, 24.93, 24.93
13.54, 2836.79, 1.105, -6.16, 6.16
13.54, 2836.79, 1.228, -6.16, 6.16
13.54, 2836.79, 1.351, -6.16, 6.16
13.54, 2836.79, 1.474, -6.16, 6.16
13.54, 2836.79, 1.597, -6.16, 6.16
13.54, 2836.79, 1.720, -6.16, 6.16
13.54, 2836.79, 1.844, -6.16, 6.16
13.54, 2836.79, 1.967, -6.16, 6.16
13.54, 2836.79, 2.090, -6.16, 6.16
13.54, 2836.79, 2.213, -6.16, 6.16
13.54, 2836.79, 2.336, -6.16, 6.16
13.37, 2836.97, 2.336, 24.93, 24.93
13.20, 2837.15, 2.336, 24.93, 24.93
13.02, 2837.33, 2.336, 24.93, 24.93
12.91, 2837.41, 2.524, 6.16, 24.93
12.70, 2837.55, 2.524, 24.93, 24.93
12.50, 2837.70, 2.524, 24.93, 24.93
12.30, 2837.84, 2.524, 24.93, 24.93
12.09, 2837.99, 2.524, 24.93, 24.93
11.89, 2838.13, 2.524, 24.93, 24.93
11.69, 2838.27, 2.524, 24.93, 24.93
11.48, 2838.42, 2.524, 24.93, 24.93
11.28, 2838.56, 2.524, 24.93, 24.93
11.08, 2838.71, 2.524, 24.93, 24.93
10.87, 2838.85, 2.524, 24.93, 24.93
10.67, 2839.00, 2.524, 24.93, 24.93
10.47, 2839.14, 2.524, 24.93, 24.93
10.27, 2839.29, 2.524, 24.93, 24.93
10.06, 2839.43, 2.524, 24.93, 24.93
9.86, 2839.57, 2.524, 24.93, 24.93
9.66, 2839.72, 2.524, 24.93, 24.93
9.45, 2839.86, 2.524, 24.93, 24.93
9.45, 2839.86, 2.401, 6.16, -6.16
9.45, 2839.86, 2.278, 6.16, -6.16
9.45, 2839.86, 2.154, 6.16, -6.16
9.45, 2839.86, 2.031, 6.16, -6.16
9.37, 2839.98, 2.219, 6.16, 24.93
9.22, 2840.18, 2.219, 24.93, 24.93
9.07, 2840.38, 2.219, 24.93, 24.93
8.92, 2840.58, 2.219, 24.93, 24.93
8.77, 2840.77, 2.219, 24.93, 24.93
8.62, 2840.97, 2.219, 24.93, 24.93
8.47, 2841.17, 2.219, 24.93, 24.93
8.39, 2841.32, 2.031, 24.93, 6.16
8.33, 2841.47, 1.844, 24.93, 6.16
8.26, 2841.71, 1.844, 24.93, 24.93
8.20, 2841.95, 1.844, 24.93, 24.93
8.13, 2842.19, 1.844, 24.93, 24.93
8.06, 2842.43, 1.844, 24.93, 24.93
7.99, 2842.67, 1.844, 24.93, 24.93
7.97, 2842.83, 1.656, 24.93, 6.16
7.95, 2843.08, 1.656, 24.93, 24.93
7.92, 2843.33, 1.656, 24.93, 24.93
7.93, 2843.48, 1.468, 24.93, 6.16
7.95, 2843.73, 1.468, 24.93, 24.93
7.98, 2843.98, 1.468, 24.93, 24.93
8.00, 2844.23, 1.468, 24.93, 24.93
8.03, 2844.48, 1.468, 24.93, 24.93
8.05, 2844.72, 1.468, 24.93, 24.93
8.08, 2844.97, 1.468, 24.93, 24.93
8.10, 2845.22, 1.468, 24.93, 24.93
8.13, 2845.47, 1.468, 24.93, 24.93
8.16, 2845.72, 1.468, 24.93, 24.93
8.18, 2845.96, 1.468, 24.93, 24.93
8.21, 2846.11, 1.280, 24.93, 6.16
8.28, 2846.35, 1.280, 24.93, 24.93
8.35, 2846.59, 1.280, 24.93, 24.93
8.41, 2846.72, 1.093, 24.93, 6.16
8.53, 2846.94, 1.093, 24.93, 24.93
8.64, 2847.16, 1.093, 24.93, 24.93
8.76, 2847.39, 1.093, 24.93, 24.93
8.84, 2847.50, 0.905, 24.93, 6.16
8.99, 2847.70, 0.905, 24.93, 24.93
9.15, 2847.89, 0.905, 24.93, 24.93
9.30, 2848.09, 0.905, 24.93, 24.93
9.46, 2848.28, 0.905, 24.93, 24.93
9.61, 2848.48, 0.905, 24.93, 24.93
9.76, 2848.68, 0.905, 24.93, 24.93
9.92, 2848.87, 0.905, 24.93, 24.93
10.07, 2849.07, 0.905, 24.93, 24.93
10.23, 2849.26, 0.905, 24.93, 24.93
10.38, 2849.46, 0.905, 24.93, 24.93
10.53, 2849.66, 0.905, 24.93, 24.93
10.69, 2849.85, 0.905, 24.93, 24.93
10.84, 2850.05, 0.905, 24.93, 24.93
11.00, 2850.24, 0.905, 24.93, 24.93
11.15, 2850.44, 0.905, 24.93, 24.93
11.30, 2850.64, 0.905, 24.93, 24.93
11.46, 2850.83, 0.905, 24.93, 24.93
11.61, 2851.03, 0.905, 24.93, 24.93
11.77, 2851.22, 0.905, 24.93, 24.93
11.92, 2851.42, 0.905, 24.93, 24.93
12.07, 2851.62, 0.905, 24.93, 24.93
12.23, 2851.81, 0.905, 24.93, 24.93
12.38, 2852.01, 0.905, 24.93, 24.93
12.54, 2852.21, 0.905, 24.93, 24.93
12.54, 2852.21, 1.028, -6.16, 6.16
12.54, 2852.21, 1.151, -6.16, 6.16
12.54, 2852.21, 1.275, -6.16, 6.16
12.54, 2852.21, 1.398, -6.16, 6.16
12.54, 2852.21, 1.521, -6.16, 6.16
12.54, 2852.21, 1.644, -6.16, 6.16
12.54, 2852.21, 1.767, -6.16, 6.16
12.54, 2852.21, 1.890, -6.16, 6.16
12.54, 2852.21, 2.014, -6.16, 6.16
12.54, 2852.21, 2.137, -6.16, 6.16
12.54, 2852.21, 2.260, -6.16, 6.16
12.38, 2852.40, 2.260, 24.93, 24.93
12.22, 2852.59, 2.260, 24.93, 24.93
12.06, 2852.78, 2.260, 24.93, 24.93
11.90, 2852.97, 2.260, 24.93, 24.93
11.74, 2853.17, 2.260, 24.93, 24.93
11.58, 2853.36, 2.260, 24.93, 24.93
11.43, 2853.55, 2.260, 24.93, 24.93
11.27, 2853.74, 2.260, 24.93, 24.93
11.11, 2853.94, 2.260, 24.93, 24.93
10.95, 2854.13, 2.260, 24.93, 24.93
10.79, 2854.32, 2.260, 24.93, 24.93
10.63, 2854.51, 2.260, 24.93, 24.93
10.47, 2854.71, 2.260, 24.93, 24.93
10.32, 2854.90, 2.260, 24.93, 24.93
10.16, 2855.09, 2.260, 24.93, 24.93
10.00, 2855.28, 2.260, 24.93, 24.93
9.84, 2855.48, 2.260, 24.93, 24.93
9.68, 2855.67, 2.260, 24.93, 24.93
9.52, 2855.86, 2.260, 24.93, 24.93
9.37, 2856.05, 2.260, 24.93, 24.93
9.21, 2856.25, 2.260, 24.93, 24.93
9.05, 2856.44, 2.260, 24.93, 24.93
8.89, 2856.63, 2.260, 24.93, 24.93
8.73, 2856.82, 2.260, 24.93, 24.93
8.57, 2857.01, 2.260, 24.93, 24.93
8.41, 2857.21, 2.260, 24.93, 24.93
8.33, 2857.35, 2.072, 24.93, 6.16
8.27, 2857.51, 1.885, 24.93, 6.16
8.19, 2857.74, 1.885, 24.93, 24.93
8.11, 2857.98, 1.885, 24.93, 24.93
8.04, 2858.22, 1.885, 24.93, 24.93
7.96, 2858.45, 1.885, 24.93, 24.93
7.88, 2858.69, 1.885, 24.93, 24.93
7.80, 2858.93, 1.885, 24.93, 24.93
7.77, 2859.09, 1.697, 24.93, 6.16
7.74, 2859.33, 1.697, 24.93, 24.93
7.71, 2859.58, 1.697, 24.93, 24.93
7.68, 2859.83, 1.697, 24.93, 24.93
7.64, 2860.08, 1.697, 24.93, 24.93
7.61, 2860.32, 1.697, 24.93, 24.93
7.58, 2860.57, 1.697, 24.93, 24.93
7.55, 2860.82, 1.697, 24.93, 24.93
7.52, 2861.06, 1.697, 24.93, 24.93
7.49, 2861.31, 1.697, 24.93, 24.93
7.46, 2861.56, 1.697, 24.93, 24.93
7.43, 2861.81, 1.697, 24.93, 24.93
7.42, 2861.96, 1.509, 24.93, 6.16
7.44, 2862.21, 1.509, 24.93, 24.93
7.45, 2862.46, 1.509, 24.93, 24.93
7.47, 2862.71, 1.509, 24.93, 24.93
7.48, 2862.96, 1.509, 24.93, 24.93
7.50, 2863.21, 1.509, 24.93, 24.93
7.51, 2863.45, 1.509, 24.93, 24.93
7.54, 2863.60, 1.322, 24.93, 6.16
7.60, 2863.85, 1.322, 24.93, 24.93
7.66, 2864.09, 1.322, 24.93, 24.93
7.72, 2864.33, 1.322, 24.93, 24.93
7.78, 2864.57, 1.322, 24.93, 24.93
7.84, 2864.81, 1.322, 24.93, 24.93
7.91, 2865.05, 1.322, 24.93, 24.93
7.96, 2865.19, 1.134, 24.93, 6.16
8.06, 2865.42, 1.134, 24.93, 24.93
8.14, 2865.53, 0.946, 24.93, 6.16
8.29, 2865.74, 0.946, 24.93, 24.93
8.43, 2865.94, 0.946, 24.93, 24.93
8.54, 2866.04, 0.758, 24.93, 6.16
8.72, 2866.21, 0.758, 24.93, 24.93
8.90, 2866.38, 0.758, 24.93, 24.93
9.08, 2866.55, 0.758, 24.93, 24.93
9.26, 2866.72, 0.758, 24.93, 24.93
9.44, 2866.89, 0.758, 24.93, 24.93
9.62, 2867.07, 0.758, 24.93, 24.93
9.80, 2867.24, 0.758, 24.93, 24.93
9.98, 2867.41, 0.758, 24.93, 24.93
10.16, 2867.58, 0.758, 24.93, 24.93
10.34, 2867.75, 0.758, 24.93, 24.93
10.53, 2867.92, 0.758, 24.93, 24.93
10.71, 2868.09, 0.758, 24.93, 24.93
10.89, 2868.27, 0.758, 24.93, 24.93
11.07, 2868.44, 0.758, 24.93, 24.93
11.25, 2868.61, 0.758, 24.93, 24.93
11.43, 2868.78, 0.758, 24.93, 24.93
11.61, 2868.95, 0.758, 24.93, 24.93
11.61, 2868.95, 0.882, -6.16, 6.16
11.61, 2868.95, 1.005, -6.16, 6.16
11.61, 2868.95, 1.128, -6.16, 6.16
11.61, 2868.95, 1.251, -6.16, 6.16
11.61, 2868.95, 1.374, -6.16, 6.16
11.61, 2868.95, 1.497, -6.16, 6.16
11.61, 2868.95, 1.621, -6.16, 6.16
11.61, 2868.95, 1.744, -6.16, 6.16
11.61, 2868.95, 1.867, -6.16, 6.16
11.61, 2868.95, 1.990, -6.16, 6.16
11.61, 2868.95, 2.113, -6.16, 6.16
11.61, 2868.95, 2.236, -6.16, 6.16
11.46, 2869.15, 2.236, 24.93, 24.93
11.30, 2869.34, 2.236, 24.93, 24.93
11.15, 2869.54, 2.236, 24.93, 24.93
11.00, 2869.74, 2.236, 24.93, 24.93
10.84, 2869.93, 2.236, 24.93, 24.93
10.69, 2870.13, 2.236, 24.93, 24.93
10.53, 2870.32, 2.236, 24.93, 24.93
10.38, 2870.52, 2.236, 24.93, 24.93
10.23, 2870.72, 2.236, 24.93, 24.93
10.07, 2870.91, 2.236, 24.93, 24.93
9.92, 2871.11, 2.236, 24.93, 24.93
9.76, 2871.30, 2.236, 24.93, 24.93
9.61, 2871.50, 2.236, 24.93, 24.93
9.46, 2871.70, 2.236, 24.93, 24.93
9.30, 2871.89, 2.236, 24.93, 24.93
9.15, 2872.09, 2.236, 24.93, 24.93
8.99, 2872.28, 2.236, 24.93, 24.93
8.84, 2872.48, 2.236, 24.93, 24.93
8.69, 2872.68, 2.236, 24.93, 24.93
8.53, 2872.87, 2.236, 24.93, 24.93
8.38, 2873.07, 2.236, 24.93, 24.93
8.29, 2873.21, 2.049, 24.93, 6.16
8.24, 2873.37, 1.861, 24.93, 6.16
8.17, 2873.61, 1.861, 24.93, 24.93
8.09, 2873.85, 1.861, 24.93, 24.93
8.02, 2874.09, 1.861, 24.93, 24.93
7.95, 2874.32, 1.861, 24.93, 24.93
7.88, 2874.56, 1.861, 24.93, 24.93
7.81, 2874.80, 1.861, 24.93, 24.93
7.74, 2875.04, 1.861, 24.93, 24.93
7.67, 2875.28, 1.861, 24.93, 24.93
7.59, 2875.52, 1.861, 24.93, 24.93
7.52, 2875.76, 1.861, 24.93, 24.93
7.49, 2875.92, 1.673, 24.93, 6.16
7.47, 2876.16, 1.673, 24.93, 24.93
7.44, 2876.41, 1.673, 24.93, 24.93
7.42, 2876.66, 1.673, 24.93, 24.93
7.39, 2876.91, 1.673, 24.93, 24.93
7.36, 2877.16, 1.673, 24.93, 24.93
7.34, 2877.40, 1.673, 24.93, 24.93
7.31, 2877.65, 1.673, 24.93, 24.93
7.29, 2877.90, 1.673, 24.93, 24.93
7.26, 2878.15, 1.673, 24.93, 24.93
7.24, 2878.40, 1.673, 24.93, 24.93
7.21, 2878.64, 1.673, 24.93, 24.93
7.21, 2878.80, 1.486, 24.93, 6.16
7.23, 2879.05, 1.486, 24.93, 24.93
7.25, 2879.30, 1.486, 24.93, 24.93
7.27, 2879.54, 1.486, 24.93, 24.93
7.30, 2879.79, 1.486, 24.93, 24.93
7.32, 2880.04, 1.486, 24.93, 24.93
7.34, 2880.29, 1.486, 24.93, 24.93
7.36, 2880.54, 1.486, 24.93, 24.93
7.38, 2880.79, 1.486, 24.93, 24.93
7.41, 2880.93, 1.298, 24.93, 6.16
7.47, 2881.17, 1.298, 24.93, 24.93
7.54, 2881.41, 1.298, 24.93, 24.93
7.61, 2881.65, 1.298, 24.93, 24.93
7.68, 2881.89, 1.298, 24.93, 24.93
7.74, 2882.13, 1.298, 24.93, 24.93
7.81, 2882.37, 1.298, 24.93, 24.93
7.87, 2882.51, 1.110, 24.93, 6.16
7.98, 2882.73, 1.110, 24.93, 24.93
8.09, 2882.95, 1.110, 24.93, 24.93
8.20, 2883.18, 1.110, 24.93, 24.93
8.31, 2883.40, 1.110, 24.93, 24.93
8.42, 2883.62, 1.110, 24.93, 24.93
8.53, 2883.85, 1.110, 24.93, 24.93
8.64, 2884.07, 1.110, 24.93, 24.93
8.75, 2884.29, 1.110, 24.93, 24.93
8.86, 2884.52, 1.110, 24.93, 24.93
8.97, 2884.74, 1.110, 24.93, 24.93
9.08, 2884.96, 1.110, 24.93, 24.93
9.19, 2885.19, 1.110, 24.93, 24.93
9.31, 2885.41, 1.110, 24.93, 24.93
9.42, 2885.63, 1.110, 24.93, 24.93
9.53, 2885.86, 1.110, 24.93, 24.93
9.64, 2886.08, 1.110, 24.93, 24.93
9.75, 2886.30, 1.110, 24.93, 24.93
9.86, 2886.53, 1.110, 24.93, 24.93
9.97, 2886.75, 1.110, 24.93, 24.93
10.08, 2886.97, 1.110, 24.93, 24.93
10.19, 2887.20, 1.110, 24.93, 24.93
10.30, 2887.42, 1.110, 24.93, 24.93
10.41, 2887.64, 1.110, 24.93, 24.93
10.52, 2887.87, 1.110, 24.93, 24.93
10.63, 2888.09, 1.110, 24.93, 24.93
10.75, 2888.31, 1.110, 24.93, 24.93
10.86, 2888.54, 1.110, 24.93, 24.93
10.97, 2888.76, 1.110, 24.93, 24.93
11.08, 2888.98, 1.110, 24.93, 24.93
11.19, 2889.21, 1.110, 24.93, 24.93
11.30, 2889.43, 1.110, 24.93, 24.93
11.41, 2889.65, 1.110, 24.93, 24.93
11.52, 2889.88, 1.110, 24.93, 24.93
11.63, 2890.10, 1.110, 24.93, 24.93
11.74, 2890.32, 1.110, 24.93, 24.93
11.85, 2890.55, 1.110, 24.93, 24.93
11.96, 2890.77, 1.110, 24.93, 24.93
12.07, 2890.99, 1.110, 24.93, 24.93
12.19, 2891.22, 1.110, 24.93, 24.93
12.30, 2891.44, 1.110, 24.93, 24.93
12.41, 2891.66, 1.110, 24.93, 24.93
12.52, 2891.89, 1.110, 24.93, 24.93
12.63, 2892.11, 1.110, 24.93, 24.93
12.74, 2892.33, 1.110, 24.93, 24.93
12.85, 2892.56, 1.110, 24.93, 24.93
12.96, 2892.78, 1.110, 24.93, 24.93
13.07, 2893.00, 1.110, 24.93, 24.93
13.18, 2893.23, 1.110, 24.93, 24.93
13.29, 2893.45, 1.110, 24.93, 24.93
13.40, 2893.67, 1.110, 24.93, 24.93
13.51, 2893.90, 1.110, 24.93, 24.93
13.63, 2894.12, 1.110, 24.93, 24.93
13.74, 2894.34, 1.110, 24.93, 24.93
13.85, 2894.57, 1.110, 24.93, 24.93
13.96, 2894.79, 1.110, 24.93, 24.93
14.07, 2895.01, 1.110, 24.93, 24.93
14.18, 2895.24, 1.110, 24.93, 24.93
14.29, 2895.46, 1.110, 24.93, 24.93
14.40, 2895.68, 1.110, 24.93, 24.93
14.51, 2895.91, 1.110, 24.93, 24.93
14.51, 2895.91, 1.234, -6.16, 6.16
14.51, 2895.91, 1.357, -6.16, 6.16
14.51, 2895.91, 1.480, -6.16, 6.16
14.51, 2895.91, 1.603, -6.16, 6.16
14.51, 2895.91, 1.726, -6.16, 6.16
14.51, 2895.91, 1.849, -6.16, 6.16
14.51, 2895.91, 1.973, -6.16, 6.16
14.51, 2895.91, 2.096, -6.16, 6.16
14.51, 2895.91, 2.219, -6.16, 6.16
14.51, 2895.91, 2.342, -6.16, 6.16
14.51, 2895.91, 2.465, -6.16, 6.16
14.46, 2895.95, 2.465, 6.16, 6.16
14.42, 2895.98, 2.465, 6.16, 6.16
14.29, 2896.04, 2.653, 6.16, 24.93
14.07, 2896.16, 2.653, 24.93, 24.93
13.85, 2896.28, 2.653, 24.93, 24.93
13.63, 2896.40, 2.653, 24.93, 24.93
13.41, 2896.51, 2.653, 24.93, 24.93
13.18, 2896.63, 2.653, 24.93, 24.93
12.96, 2896.75, 2.653, 24.93, 24.93
12.74, 2896.86, 2.653, 24.93, 24.93
12.52, 2896.98, 2.653, 24.93, 24.93
12.30, 2897.10, 2.653, 24.93, 24.93
12.08, 2897.21, 2.653, 24.93, 24.93
11.86, 2897.33, 2.653, 24.93, 24.93
11.64, 2897.45, 2.653, 24.93, 24.93
11.42, 2897.57, 2.653, 24.93, 24.93
11.20, 2897.68, 2.653, 24.93, 24.93
10.98, 2897.80, 2.653, 24.93, 24.93
10.76, 2897.92, 2.653, 24.93, 24.93
10.54, 2898.03, 2.653, 24.93, 24.93
10.32, 2898.15, 2.653, 24.93, 24.93
10.10, 2898.27, 2.653, 24.93, 24.93
9.88, 2898.39, 2.653, 24.93, 24.93
9.66, 2898.50, 2.653, 24.93, 24.93
9.44, 2898.62, 2.653, 24.93, 24.93
9.44, 2898.62, 2.530, 6.16, -6.16
9.44, 2898.62, 2.407, 6.16, -6.16
9.44, 2898.62, 2.283, 6.16, -6.16
9.44, 2898.62, 2.160, 6.16, -6.16
9.44, 2898.62, 2.037, 6.16, -6.16
9.42, 2898.67, 2.037, 6.16, 6.16
9.36, 2898.83, 1.849, 24.93, 6.16
9.29, 2899.07, 1.849, 24.93, 24.93
9.22, 2899.31, 1.849, 24.93, 24.93
9.19, 2899.47, 1.662, 24.93, 6.16
9.17, 2899.71, 1.662, 24.93, 24.93
9.15, 2899.96, 1.662, 24.93, 24.93
9.13, 2900.21, 1.662, 24.93, 24.93
9.10, 2900.46, 1.662, 24.93, 24.93
9.08, 2900.71, 1.662, 24.93, 24.93
9.06, 2900.96, 1.662, 24.93, 24.93
9.04, 2901.20, 1.662, 24.93, 24.93
9.01, 2901.45, 1.662, 24.93, 24.93
8.99, 2901.70, 1.662, 24.93, 24.93
8.97, 2901.95, 1.662, 24.93, 24.93
8.94, 2902.20, 1.662, 24.93, 24.93
8.95, 2902.35, 1.474, 24.93, 6.16
8.97, 2902.60, 1.474, 24.93, 24.93
8.99, 2902.85, 1.474, 24.93, 24.93
9.02, 2903.00, 1.286, 24.93, 6.16
9.08, 2903.13, 1.099, 24.93, 6.16
9.19, 2903.35, 1.099, 24.93, 24.93
9.31, 2903.57, 1.099, 24.93, 24.93
9.39, 2903.69, 0.911, 24.93, 6.16
9.54, 2903.89, 0.911, 24.93, 24.93
9.70, 2904.08, 0.911, 24.93, 24.93
9.85, 2904.28, 0.911, 24.93, 24.93
10.00, 2904.48, 0.911, 24.93, 24.93
10.15, 2904.67, 0.911, 24.93, 24.93
10.31, 2904.87, 0.911, 24.93, 24.93
10.46, 2905.07, 0.911, 24.93, 24.93
10.61, 2905.26, 0.911, 24.93, 24.93
10.77, 2905.46, 0.911, 24.93, 24.93
10.92, 2905.66, 0.911, 24.93, 24.93
11.07, 2905.85, 0.911, 24.93, 24.93
11.22, 2906.05, 0.911, 24.93, 24.93
11.38, 2906.25, 0.911, 24.93, 24.93
11.53, 2906.45, 0.911, 24.93, 24.93
11.68, 2906.64, 0.911, 24.93, 24.93
11.83, 2906.84, 0.911, 24.93, 24.93
11.99, 2907.04, 0.911, 24.93, 24.93
12.14, 2907.23, 0.911, 24.93, 24.93
12.29, 2907.43, 0.911, 24.93, 24.93
12.45, 2907.63, 0.911, 24.93, 24.93
12.60, 2907.82, 0.911, 24.93, 24.93
12.60, 2907.82, 1.034, -6.16, 6.16
12.60, 2907.82, 1.157, -6.16, 6.16
12.60, 2907.82, 1.280, -6.16, 6.16
12.60, 2907.82, 1.404, -6.16, 6.16
12.60, 2907.82, 1.527, -6.16, 6.16
12.60, 2907.82, 1.650, -6.16, 6.16
12.60, 2907.82, 1.773, -6.16, 6.16
12.60, 2907.82, 1.896, -6.16, 6.16
12.60, 2907.82, 2.019, -6.16, 6.16
12.60, 2907.82, 2.143, -6.16, 6.16
12.60, 2907.82, 2.266, -6.16, 6.16
12.49, 2907.91, 2.453, 6.16, 24.93
12.30, 2908.07, 2.453, 24.93, 24.93
12.10, 2908.23, 2.453, 24.93, 24.93
11.91, 2908.39, 2.453, 24.93, 24.93
11.72, 2908.55, 2.453, 24.93, 24.93
11.53, 2908.70, 2.453, 24.93, 24.93
11.33, 2908.86, 2.453, 24.93, 24.93
11.14, 2909.02, 2.453, 24.93, 24.93
10.95, 2909.18, 2.453, 24.93, 24.93
10.76, 2909.34, 2.453, 24.93, 24.93
10.56, 2909.50, 2.453, 24.93, 24.93
10.37, 2909.65, 2.453, 24.93, 24.93
10.18, 2909.81, 2.453, 24.93, 24.93
9.99, 2909.97, 2.453, 24.93, 24.93
9.79, 2910.13, 2.453, 24.93, 24.93
9.60, 2910.29, 2.453, 24.93, 24.93
9.41, 2910.45, 2.453, 24.93, 24.93
9.22, 2910.60, 2.453, 24.93, 24.93
9.02, 2910.76, 2.453, 24.93, 24.93
8.83, 2910.92, 2.453, 24.93, 24.93
8.64, 2911.08, 2.453, 24.93, 24.93
8.45, 2911.24, 2.453, 24.93, 24.93
8.45, 2911.24, 2.330, 6.16, -6.16
8.45, 2911.24, 2.207, 6.16, -6.16
8.45, 2911.24, 2.084, 6.16, -6.16
8.45, 2911.24, 1.961, 6.16, -6.16
8.39, 2911.42, 1.836, 24.93, 12.41
8.32, 2911.66, 1.836, 24.93, 24.93
8.25, 2911.90, 1.836, 24.93, 24.93
8.19, 2912.14, 1.836, 24.93, 24.93
8.12, 2912.38, 1.836, 24.93, 24.93
8.10, 2912.54, 1.648, 24.93, 6.16
8.08, 2912.79, 1.648, 24.93, 24.93
8.06, 2913.04, 1.648, 24.93, 24.93
8.04, 2913.29, 1.648, 24.93, 24.93
8.02, 2913.54, 1.648, 24.93, 24.93
8.00, 2913.78, 1.648, 24.93, 24.93
8.00, 2913.94, 1.460, 24.93, 6.16
8.03, 2914.19, 1.460, 24.93, 24.93
8.06, 2914.43, 1.460, 24.93, 24.93
8.09, 2914.68, 1.460, 24.93, 24.93
8.11, 2914.93, 1.460, 24.93, 24.93
8.15, 2915.08, 1.273, 24.93, 6.16
8.22, 2915.31, 1.273, 24.93, 24.93
8.29, 2915.55, 1.273, 24.93, 24.93
8.35, 2915.68, 1.085, 24.93, 6.16
8.47, 2915.91, 1.085, 24.93, 24.93
8.58, 2916.13, 1.085, 24.93, 24.93
8.70, 2916.35, 1.085, 24.93, 24.93
8.82, 2916.57, 1.085, 24.93, 24.93
8.93, 2916.79, 1.085, 24.93, 24.93
9.05, 2917.01, 1.085, 24.93, 24.93
9.17, 2917.23, 1.085, 24.93, 24.93
9.28, 2917.45, 1.085, 24.93, 24.93
9.37, 2917.56, 0.897, 24.93, 6.16
9.52, 2917.76, 0.897, 24.93, 24.93
9.68, 2917.95, 0.897, 24.93, 24.93
9.83, 2918.15, 0.897, 24.93, 24.93
9.99, 2918.34, 0.897, 24.93, 24.93
10.14, 2918.54, 0.897, 24.93, 24.93
10.30, 2918.73, 0.897, 24.93, 24.93
10.46, 2918.93, 0.897, 24.93, 24.93
10.61, 2919.12, 0.897, 24.93, 24.93
10.77, 2919.32, 0.897, 24.93, 24.93
10.92, 2919.51, 0.897, 24.93, 24.93
11.08, 2919.71, 0.897, 24.93, 24.93
11.23, 2919.90, 0.897, 24.93, 24.93
11.39, 2920.10, 0.897, 24.93, 24.93
11.54, 2920.29, 0.897, 24.93, 24.93
11.70, 2920.48, 0.897, 24.93, 24.93
11.86, 2920.68, 0.897, 24.93, 24.93
12.01, 2920.87, 0.897, 24.93, 24.93
12.17, 2921.07, 0.897, 24.93, 24.93
12.32, 2921.26, 0.897, 24.93, 24.93
12.48, 2921.46, 0.897, 24.93, 24.93
12.63, 2921.65, 0.897, 24.93, 24.93
12.63, 2921.65, 1.020, -6.16, 6.16
12.63, 2921.65, 1.144, -6.16, 6.16
12.63, 2921.65, 1.267, -6.16, 6.16
12.63, 2921.65, 1.390, -6.16, 6.16
12.63, 2921.65, 1.513, -6.16, 6.16
12.63, 2921.65, 1.636, -6.16, 6.16
12.63, 2921.65, 1.759, -6.16, 6.16
12.63, 2921.65, 1.883, -6.16, 6.16
12.63, 2921.65, 2.006, -6.16, 6.16
12.63, 2921.65, 2.129, -6.16, 6.16
12.63, 2921.65, 2.252, -6.16, 6.16
12.52, 2921.74, 2.440, 6.16, 24.93
12.33, 2921.91, 2.440, 24.93, 24.93
12.14, 2922.07, 2.440, 24.93, 24.93
11.95, 2922.23, 2.440, 24.93, 24.93
11.76, 2922.39, 2.440, 24.93, 24.93
11.57, 2922.55, 2.440, 24.93, 24.93
11.38, 2922.71, 2.440, 24.93, 24.93
11.19, 2922.87, 2.440, 24.93, 24.93
11.00, 2923.03, 2.440, 24.93, 24.93
10.81, 2923.19, 2.440, 24.93, 24.93
10.62, 2923.35, 2.440, 24.93, 24.93
10.43, 2923.51, 2.440, 24.93, 24.93
10.24, 2923.68, 2.440, 24.93, 24.93
10.05, 2923.84, 2.440, 24.93, 24.93
