# x, y, theta, v_l, v_r
353.50, 1991.50, 0.948, 6.16, -6.16
353.50, 1991.50, 0.825, 6.16, -6.16
353.50, 1991.50, 0.702, 6.16, -6.16
353.50, 1991.50, 0.579, 6.16, -6.16
353.50, 1991.50, 0.455, 6.16, -6.16
353.56, 1991.53, 0.455, 6.16, 6.16
353.70, 1991.56, 0.268, 24.93, 6.16
353.94, 1991.62, 0.268, 24.93, 24.93
354.18, 1991.69, 0.268, 24.93, 24.93
354.34, 1991.69, 0.080, 24.93, 6.16
354.59, 1991.71, 0.080, 24.93, 24.93
354.83, 1991.73, 0.080, 24.93, 24.93
355.08, 1991.75, 0.080, 24.93, 24.93
355.24, 1991.72, -0.108, 24.93, 6.16
355.49, 1991.69, -0.108, 24.93, 24.93
355.73, 1991.66, -0.108, 24.93, 24.93
355.98, 1991.64, -0.108, 24.93, 24.93
356.23, 1991.61, -0.108, 24.93, 24.93
356.48, 1991.58, -0.108, 24.93, 24.93
356.63, 1991.52, -0.295, 24.93, 6.16
356.87, 1991.45, -0.295, 24.93, 24.93
357.11, 1991.38, -0.295, 24.93, 24.93
357.25, 1991.29, -0.483, 24.93, 6.16
357.47, 1991.18, -0.483, 24.93, 24.93
357.69, 1991.06, -0.483, 24.93, 24.93
357.91, 1990.95, -0.483, 24.93, 24.93
358.13, 1990.83, -0.483, 24.93, 24.93
358.35, 1990.72, -0.483, 24.93, 24.93
358.57, 1990.60, -0.483, 24.93, 24.93
358.79, 1990.48, -0.483, 24.93, 24.93
359.02, 1990.37, -0.483, 24.93, 24.93
359.24, 1990.25, -0.483, 24.93, 24.93
359.46, 1990.14, -0.483, 24.93, 24.93
359.68, 1990.02, -0.483, 24.93, 24.93
359.90, 1989.90, -0.483, 24.93, 24.93
360.12, 1989.79, -0.483, 24.93, 24.93
360.34, 1989.67, -0.483, 24.93, 24.93
360.56, 1989.56, -0.483, 24.93, 24.93
360.78, 1989.44, -0.483, 24.93, 24.93
361.00, 1989.33, -0.483, 24.93, 24.93
361.22, 1989.21, -0.483, 24.93, 24.93
361.44, 1989.09, -0.483, 24.93, 24.93
361.66, 1988.98, -0.483, 24.93, 24.93
361.88, 1988.86, -0.483, 24.93, 24.93
362.11, 1988.75, -0.483, 24.93, 24.93
362.33, 1988.63, -0.483, 24.93, 24.93
362.55, 1988.52, -0.483, 24.93, 24.93
362.77, 1988.40, -0.483, 24.93, 24.93
362.99, 1988.28, -0.483, 24.93, 24.93
363.21, 1988.17, -0.483, 24.93, 24.93
363.43, 1988.05, -0.483, 24.93, 24.93
363.65, 1987.94, -0.483, 24.93, 24.93
363.87, 1987.82, -0.483, 24.93, 24.93
364.09, 1987.71, -0.483, 24.93, 24.93
364.31, 1987.59, -0.483, 24.93, 24.93
364.53, 1987.47, -0.483, 24.93, 24.93
364.75, 1987.36, -0.483, 24.93, 24.93
364.98, 1987.24, -0.483, 24.93, 24.93
365.20, 1987.13, -0.483, 24.93, 24.93
365.42, 1987.01, -0.483, 24.93, 24.93
365.64, 1986.89, -0.483, 24.93, 24.93
365.86, 1986.78, -0.483, 24.93, 24.93
366.08, 1986.66, -0.483, 24.93, 24.93
366.30, 1986.55, -0.483, 24.93, 24.93
366.52, 1986.43, -0.483, 24.93, 24.93
366.52, 1986.43, -0.360, -6.16, 6.16
366.52, 1986.43, -0.237, -6.16, 6.16
366.52, 1986.43, -0.113, -6.16, 6.16
366.52, 1986.43, 0.010, -6.16, 6.16
366.52, 1986.43, 0.133, -6.16, 6.16
366.52, 1986.43, 0.256, -6.16, 6.16
366.52, 1986.43, 0.379, -6.16, 6.16
366.52, 1986.43, 0.502, -6.16, 6.16
366.52, 1986.43, 0.626, -6.16, 6.16
366.52, 1986.43, 0.749, -6.16, 6.16
366.52, 1986.43, 0.872, -6.16, 6.16
366.68, 1986.62, 0.872, 24.93, 24.93
366.84, 1986.81, 0.872, 24.93, 24.93
367.00, 1987.00, 0.872, 24.93, 24.93
367.16, 1987.20, 0.872, 24.93, 24.93
367.25, 1987.34, 1.060, 6.16, 24.93
367.37, 1987.56, 1.060, 24.93, 24.93
367.49, 1987.77, 1.060, 24.93, 24.93
367.62, 1987.99, 1.060, 24.93, 24.93
367.74, 1988.21, 1.060, 24.93, 24.93
367.86, 1988.43, 1.060, 24.93, 24.93
367.98, 1988.64, 1.060, 24.93, 24.93
368.10, 1988.86, 1.060, 24.93, 24.93
368.23, 1989.08, 1.060, 24.93, 24.93
368.35, 1989.30, 1.060, 24.93, 24.93
368.47, 1989.51, 1.060, 24.93, 24.93
368.59, 1989.73, 1.060, 24.93, 24.93
368.71, 1989.95, 1.060, 24.93, 24.93
368.84, 1990.17, 1.060, 24.93, 24.93
368.96, 1990.38, 1.060, 24.93, 24.93
369.08, 1990.60, 1.060, 24.93, 24.93
369.20, 1990.82, 1.060, 24.93, 24.93
369.32, 1991.03, 1.060, 24.93, 24.93
369.45, 1991.25, 1.060, 24.93, 24.93
369.57, 1991.47, 1.060, 24.93, 24.93
369.69, 1991.69, 1.060, 24.93, 24.93
369.69, 1991.69, 0.936, 6.16, -6.16
369.69, 1991.69, 0.813, 6.16, -6.16
369.69, 1991.69, 0.690, 6.16, -6.16
369.69, 1991.69, 0.567, 6.16, -6.16
369.69, 1991.69, 0.444, 6.16, -6.16
369.82, 1991.79, 0.631, 6.16, 24.93
369.96, 1991.85, 0.444, 24.93, 6.16
370.10, 1991.87, 0.256, 24.93, 6.16
370.34, 1991.94, 0.256, 24.93, 24.93
370.50, 1991.93, 0.068, 24.93, 6.16
370.75, 1991.95, 0.068, 24.93, 24.93
370.99, 1991.97, 0.068, 24.93, 24.93
371.24, 1991.98, 0.068, 24.93, 24.93
371.40, 1991.95, -0.119, 24.93, 6.16
371.65, 1991.92, -0.119, 24.93, 24.93
371.80, 1991.86, -0.307, 24.93, 6.16
372.03, 1991.78, -0.307, 24.93, 24.93
372.27, 1991.71, -0.307, 24.93, 24.93
372.41, 1991.62, -0.495, 24.93, 6.16
372.63, 1991.50, -0.495, 24.93, 24.93
372.85, 1991.38, -0.495, 24.93, 24.93
373.07, 1991.27, -0.495, 24.93, 24.93
373.29, 1991.15, -0.495, 24.93, 24.93
373.51, 1991.03, -0.495, 24.93, 24.93
373.73, 1990.91, -0.495, 24.93, 24.93
373.95, 1990.79, -0.495, 24.93, 24.93
374.17, 1990.67, -0.495, 24.93, 24.93
374.39, 1990.56, -0.495, 24.93, 24.93
374.61, 1990.44, -0.495, 24.93, 24.93
374.83, 1990.32, -0.495, 24.93, 24.93
375.05, 1990.20, -0.495, 24.93, 24.93
375.27, 1990.08, -0.495, 24.93, 24.93
375.49, 1989.96, -0.495, 24.93, 24.93
375.71, 1989.85, -0.495, 24.93, 24.93
375.93, 1989.73, -0.495, 24.93, 24.93
376.14, 1989.61, -0.495, 24.93, 24.93
376.36, 1989.49, -0.495, 24.93, 24.93
376.58, 1989.37, -0.495, 24.93, 24.93
376.80, 1989.25, -0.495, 24.93, 24.93
377.02, 1989.14, -0.495, 24.93, 24.93
377.24, 1989.02, -0.495, 24.93, 24.93
377.46, 1988.90, -0.495, 24.93, 24.93
377.68, 1988.78, -0.495, 24.93, 24.93
377.90, 1988.66, -0.495, 24.93, 24.93
378.12, 1988.54, -0.495, 24.93, 24.93
378.34, 1988.43, -0.495, 24.93, 24.93
378.56, 1988.31, -0.495, 24.93, 24.93
378.78, 1988.19, -0.495, 24.93, 24.93
379.00, 1988.07, -0.495, 24.93, 24.93
379.22, 1987.95, -0.495, 24.93, 24.93
379.44, 1987.83, -0.495, 24.93, 24.93
379.65, 1987.72, -0.495, 24.93, 24.93
379.87, 1987.60, -0.495, 24.93, 24.93
380.09, 1987.48, -0.495, 24.93, 24.93
380.31, 1987.36, -0.495, 24.93, 24.93
380.53, 1987.24, -0.495, 24.93, 24.93
380.75, 1987.12, -0.495, 24.93, 24.93
380.97, 1987.01, -0.495, 24.93, 24.93
381.19, 1986.89, -0.495, 24.93, 24.93
381.41, 1986.77, -0.495, 24.93, 24.93
381.63, 1986.65, -0.495, 24.93, 24.93
381.85, 1986.53, -0.495, 24.93, 24.93
382.07, 1986.41, -0.495, 24.93, 24.93
382.07, 1986.41, -0.372, -6.16, 6.16
382.07, 1986.41, -0.248, -6.16, 6.16
382.07, 1986.41, -0.125, -6.16, 6.16
382.07, 1986.41, -0.002, -6.16, 6.16
382.07, 1986.41, 0.121, -6.16, 6.16
382.07, 1986.41, 0.244, -6.16, 6.16
382.07, 1986.41, 0.367, -6.16, 6.16
382.07, 1986.41, 0.491, -6.16, 6.16
382.07, 1986.41, 0.614, -6.16, 6.16
382.07, 1986.41, 0.737, -6.16, 6.16
382.07, 1986.41, 0.860, -6.16, 6.16
382.16, 1986.56, 1.048, 6.16, 24.93
382.22, 1986.71, 1.235, 6.16, 24.93
382.30, 1986.95, 1.235, 24.93, 24.93
382.39, 1987.18, 1.235, 24.93, 24.93
382.47, 1987.42, 1.235, 24.93, 24.93
382.55, 1987.65, 1.235, 24.93, 24.93
382.63, 1987.89, 1.235, 24.93, 24.93
382.71, 1988.12, 1.235, 24.93, 24.93
382.80, 1988.36, 1.235, 24.93, 24.93
382.88, 1988.59, 1.235, 24.93, 24.93
382.96, 1988.83, 1.235, 24.93, 24.93
383.04, 1989.06, 1.235, 24.93, 24.93
383.12, 1989.30, 1.235, 24.93, 24.93
383.21, 1989.53, 1.235, 24.93, 24.93
383.29, 1989.77, 1.235, 24.93, 24.93
383.37, 1990.01, 1.235, 24.93, 24.93
383.45, 1990.24, 1.235, 24.93, 24.93
383.53, 1990.48, 1.235, 24.93, 24.93
383.62, 1990.71, 1.235, 24.93, 24.93
383.65, 1990.87, 1.423, 6.16, 24.93
383.65, 1990.87, 1.300, 6.16, -6.16
383.65, 1990.87, 1.177, 6.16, -6.16
383.65, 1990.87, 1.054, 6.16, -6.16
383.65, 1990.87, 0.931, 6.16, -6.16
383.65, 1990.87, 0.807, 6.16, -6.16
383.65, 1990.87, 0.684, 6.16, -6.16
383.65, 1990.87, 0.561, 6.16, -6.16
383.71, 1990.90, 0.561, 6.16, 6.16
383.92, 1991.03, 0.561, 24.93, 24.93
384.13, 1991.17, 0.561, 24.93, 24.93
384.34, 1991.30, 0.561, 24.93, 24.93
384.55, 1991.43, 0.561, 24.93, 24.93
384.76, 1991.57, 0.561, 24.93, 24.93
384.90, 1991.61, 0.373, 24.93, 6.16
385.13, 1991.70, 0.373, 24.93, 24.93
385.28, 1991.72, 0.186, 24.93, 6.16
385.53, 1991.76, 0.186, 24.93, 24.93
385.77, 1991.81, 0.186, 24.93, 24.93
385.93, 1991.79, -0.002, 24.93, 6.16
386.17, 1991.79, -0.002, 24.93, 24.93
386.42, 1991.79, -0.002, 24.93, 24.93
386.67, 1991.79, -0.002, 24.93, 24.93
386.92, 1991.79, -0.002, 24.93, 24.93
387.17, 1991.79, -0.002, 24.93, 24.93
387.42, 1991.79, -0.002, 24.93, 24.93
387.67, 1991.79, -0.002, 24.93, 24.93
387.92, 1991.79, -0.002, 24.93, 24.93
388.17, 1991.79, -0.002, 24.93, 24.93
388.42, 1991.79, -0.002, 24.93, 24.93
388.67, 1991.79, -0.002, 24.93, 24.93
388.92, 1991.79, -0.002, 24.93, 24.93
389.07, 1991.74, -0.190, 24.93, 6.16
389.32, 1991.70, -0.190, 24.93, 24.93
389.56, 1991.65, -0.190, 24.93, 24.93
389.71, 1991.58, -0.377, 24.93, 6.16
389.94, 1991.49, -0.377, 24.93, 24.93
390.17, 1991.39, -0.377, 24.93, 24.93
390.31, 1991.30, -0.565, 24.93, 6.16
390.52, 1991.16, -0.565, 24.93, 24.93
390.73, 1991.03, -0.565, 24.93, 24.93
390.94, 1990.90, -0.565, 24.93, 24.93
391.15, 1990.76, -0.565, 24.93, 24.93
391.36, 1990.63, -0.565, 24.93, 24.93
391.57, 1990.50, -0.565, 24.93, 24.93
391.78, 1990.36, -0.565, 24.93, 24.93
392.00, 1990.23, -0.565, 24.93, 24.93
392.21, 1990.10, -0.565, 24.93, 24.93
392.42, 1989.96, -0.565, 24.93, 24.93
392.63, 1989.83, -0.565, 24.93, 24.93
392.84, 1989.70, -0.565, 24.93, 24.93
393.05, 1989.56, -0.565, 24.93, 24.93
393.26, 1989.43, -0.565, 24.93, 24.93
393.47, 1989.30, -0.565, 24.93, 24.93
393.68, 1989.16, -0.565, 24.93, 24.93
393.89, 1989.03, -0.565, 24.93, 24.93
394.10, 1988.89, -0.565, 24.93, 24.93
394.31, 1988.76, -0.565, 24.93, 24.93
394.52, 1988.63, -0.565, 24.93, 24.93
394.73, 1988.49, -0.565, 24.93, 24.93
394.94, 1988.36, -0.565, 24.93, 24.93
395.15, 1988.23, -0.565, 24.93, 24.93
395.36, 1988.09, -0.565, 24.93, 24.93
395.57, 1987.96, -0.565, 24.93, 24.93
395.78, 1987.83, -0.565, 24.93, 24.93
396.00, 1987.69, -0.565, 24.93, 24.93
396.21, 1987.56, -0.565, 24.93, 24.93
396.42, 1987.43, -0.565, 24.93, 24.93
396.42, 1987.43, -0.442, -6.16, 6.16
396.42, 1987.43, -0.319, -6.16, 6.16
396.42, 1987.43, -0.196, -6.16, 6.16
396.42, 1987.43, -0.072, -6.16, 6.16
396.42, 1987.43, 0.051, -6.16, 6.16
396.42, 1987.43, 0.174, -6.16, 6.16
396.42, 1987.43, 0.297, -6.16, 6.16
396.42, 1987.43, 0.420, -6.16, 6.16
396.42, 1987.43, 0.543, -6.16, 6.16
396.42, 1987.43, 0.667, -6.16, 6.16
396.42, 1987.43, 0.790, -6.16, 6.16
396.59, 1987.60, 0.790, 24.93, 24.93
396.77, 1987.78, 0.790, 24.93, 24.93
396.87, 1987.92, 0.977, 6.16, 24.93
397.01, 1988.13, 0.977, 24.93, 24.93
397.14, 1988.33, 0.977, 24.93, 24.93
397.28, 1988.54, 0.977, 24.93, 24.93
397.42, 1988.75, 0.977, 24.93, 24.93
397.56, 1988.95, 0.977, 24.93, 24.93
397.70, 1989.16, 0.977, 24.93, 24.93
397.84, 1989.37, 0.977, 24.93, 24.93
397.98, 1989.57, 0.977, 24.93, 24.93
398.12, 1989.78, 0.977, 24.93, 24.93
398.26, 1989.99, 0.977, 24.93, 24.93
398.40, 1990.19, 0.977, 24.93, 24.93
398.54, 1990.40, 0.977, 24.93, 24.93
398.68, 1990.61, 0.977, 24.93, 24.93
398.82, 1990.81, 0.977, 24.93, 24.93
398.96, 1991.02, 0.977, 24.93, 24.93
399.10, 1991.23, 0.977, 24.93, 24.93
399.24, 1991.43, 0.977, 24.93, 24.93
399.37, 1991.64, 0.977, 24.93, 24.93
399.37, 1991.64, 0.854, 6.16, -6.16
399.37, 1991.64, 0.731, 6.16, -6.16
399.37, 1991.64, 0.608, 6.16, -6.16
399.37, 1991.64, 0.485, 6.16, -6.16
399.43, 1991.67, 0.485, 6.16, 6.16
399.57, 1991.70, 0.297, 24.93, 6.16
399.81, 1991.77, 0.297, 24.93, 24.93
400.05, 1991.85, 0.297, 24.93, 24.93
400.29, 1991.92, 0.297, 24.93, 24.93
400.53, 1991.99, 0.297, 24.93, 24.93
400.68, 1991.99, 0.109, 24.93, 6.16
400.93, 1992.02, 0.109, 24.93, 24.93
401.17, 1992.05, 0.109, 24.93, 24.93
401.33, 1992.02, -0.078, 24.93, 6.16
401.58, 1992.00, -0.078, 24.93, 24.93
401.83, 1991.98, -0.078, 24.93, 24.93
401.98, 1991.93, -0.266, 24.93, 6.16
402.22, 1991.86, -0.266, 24.93, 24.93
402.46, 1991.80, -0.266, 24.93, 24.93
402.60, 1991.72, -0.454, 24.93, 6.16
402.83, 1991.61, -0.454, 24.93, 24.93
403.05, 1991.50, -0.454, 24.93, 24.93
403.28, 1991.39, -0.454, 24.93, 24.93
403.50, 1991.28, -0.454, 24.93, 24.93
403.73, 1991.17, -0.454, 24.93, 24.93
403.95, 1991.06, -0.454, 24.93, 24.93
404.17, 1990.95, -0.454, 24.93, 24.93
404.40, 1990.84, -0.454, 24.93, 24.93
404.62, 1990.73, -0.454, 24.93, 24.93
404.85, 1990.62, -0.454, 24.93, 24.93
405.07, 1990.51, -0.454, 24.93, 24.93
405.29, 1990.40, -0.454, 24.93, 24.93
405.52, 1990.30, -0.454, 24.93, 24.93
405.74, 1990.19, -0.454, 24.93, 24.93
405.97, 1990.08, -0.454, 24.93, 24.93
406.19, 1989.97, -0.454, 24.93, 24.93
406.41, 1989.86, -0.454, 24.93, 24.93
406.64, 1989.75, -0.454, 24.93, 24.93
406.86, 1989.64, -0.454, 24.93, 24.93
407.09, 1989.53, -0.454, 24.93, 24.93
407.31, 1989.42, -0.454, 24.93, 24.93
407.53, 1989.31, -0.454, 24.93, 24.93
407.76, 1989.20, -0.454, 24.93, 24.93
407.98, 1989.09, -0.454, 24.93, 24.93
408.21, 1988.98, -0.454, 24.93, 24.93
408.43, 1988.88, -0.454, 24.93, 24.93
408.65, 1988.77, -0.454, 24.93, 24.93
408.88, 1988.66, -0.454, 24.93, 24.93
409.10, 1988.55, -0.454, 24.93, 24.93
409.33, 1988.44, -0.454, 24.93, 24.93
409.55, 1988.33, -0.454, 24.93, 24.93
409.77, 1988.22, -0.454, 24.93, 24.93
410.00, 1988.11, -0.454, 24.93, 24.93
410.22, 1988.00, -0.454, 24.93, 24.93
410.45, 1987.89, -0.454, 24.93, 24.93
410.67, 1987.78, -0.454, 24.93, 24.93
410.89, 1987.67, -0.454, 24.93, 24.93
411.12, 1987.56, -0.454, 24.93, 24.93
411.34, 1987.46, -0.454, 24.93, 24.93
411.57, 1987.35, -0.454, 24.93, 24.93
411.79, 1987.24, -0.454, 24.93, 24.93
412.02, 1987.13, -0.454, 24.93, 24.93
412.24, 1987.02, -0.454, 24.93, 24.93
412.46, 1986.91, -0.454, 24.93, 24.93
412.69, 1986.80, -0.454, 24.93, 24.93
412.91, 1986.69, -0.454, 24.93, 24.93
413.14, 1986.58, -0.454, 24.93, 24.93
413.36, 1986.47, -0.454, 24.93, 24.93
413.36, 1986.47, -0.330, -6.16, 6.16
413.36, 1986.47, -0.207, -6.16, 6.16
413.36, 1986.47, -0.084, -6.16, 6.16
413.36, 1986.47, 0.039, -6.16, 6.16
413.36, 1986.47, 0.162, -6.16, 6.16
413.36, 1986.47, 0.285, -6.16, 6.16
413.36, 1986.47, 0.409, -6.16, 6.16
413.36, 1986.47, 0.532, -6.16, 6.16
413.36, 1986.47, 0.655, -6.16, 6.16
413.36, 1986.47, 0.778, -6.16, 6.16
413.46, 1986.61, 0.966, 6.16, 24.93
413.54, 1986.76, 1.153, 6.16, 24.93
413.64, 1986.99, 1.153, 24.93, 24.93
413.74, 1987.21, 1.153, 24.93, 24.93
413.84, 1987.44, 1.153, 24.93, 24.93
413.94, 1987.67, 1.153, 24.93, 24.93
414.04, 1987.90, 1.153, 24.93, 24.93
414.14, 1988.13, 1.153, 24.93, 24.93
414.24, 1988.35, 1.153, 24.93, 24.93
414.34, 1988.58, 1.153, 24.93, 24.93
414.44, 1988.81, 1.153, 24.93, 24.93
414.55, 1989.04, 1.153, 24.93, 24.93
414.65, 1989.27, 1.153, 24.93, 24.93
414.75, 1989.49, 1.153, 24.93, 24.93
414.85, 1989.72, 1.153, 24.93, 24.93
414.95, 1989.95, 1.153, 24.93, 24.93
415.05, 1990.18, 1.153, 24.93, 24.93
415.15, 1990.40, 1.153, 24.93, 24.93
415.25, 1990.63, 1.153, 24.93, 24.93
415.25, 1990.63, 1.030, 6.16, -6.16
415.25, 1990.63, 0.907, 6.16, -6.16
415.25, 1990.63, 0.784, 6.16, -6.16
415.25, 1990.63, 0.661, 6.16, -6.16
415.25, 1990.63, 0.538, 6.16, -6.16
415.31, 1990.66, 0.538, 6.16, 6.16
415.52, 1990.79, 0.538, 24.93, 24.93
415.73, 1990.92, 0.538, 24.93, 24.93
415.95, 1991.05, 0.538, 24.93, 24.93
416.16, 1991.17, 0.538, 24.93, 24.93
416.38, 1991.30, 0.538, 24.93, 24.93
416.59, 1991.43, 0.538, 24.93, 24.93
416.80, 1991.56, 0.538, 24.93, 24.93
416.94, 1991.60, 0.350, 24.93, 6.16
417.18, 1991.68, 0.350, 24.93, 24.93
417.41, 1991.77, 0.350, 24.93, 24.93
417.56, 1991.78, 0.162, 24.93, 6.16
417.81, 1991.82, 0.162, 24.93, 24.93
418.06, 1991.86, 0.162, 24.93, 24.93
418.30, 1991.90, 0.162, 24.93, 24.93
418.55, 1991.94, 0.162, 24.93, 24.93
418.79, 1991.98, 0.162, 24.93, 24.93
418.95, 1991.96, -0.026, 24.93, 6.16
419.20, 1991.96, -0.026, 24.93, 24.93
419.45, 1991.95, -0.026, 24.93, 24.93
419.60, 1991.90, -0.213, 24.93, 6.16
419.84, 1991.85, -0.213, 24.93, 24.93
420.09, 1991.80, -0.213, 24.93, 24.93
420.33, 1991.75, -0.213, 24.93, 24.93
420.58, 1991.69, -0.213, 24.93, 24.93
420.82, 1991.64, -0.213, 24.93, 24.93
420.97, 1991.57, -0.401, 24.93, 6.16
421.20, 1991.47, -0.401, 24.93, 24.93
421.43, 1991.37, -0.401, 24.93, 24.93
421.66, 1991.27, -0.401, 24.93, 24.93
421.79, 1991.17, -0.589, 24.93, 6.16
422.00, 1991.04, -0.589, 24.93, 24.93
422.21, 1990.90, -0.589, 24.93, 24.93
422.41, 1990.76, -0.589, 24.93, 24.93
422.62, 1990.62, -0.589, 24.93, 24.93
422.83, 1990.48, -0.589, 24.93, 24.93
423.04, 1990.34, -0.589, 24.93, 24.93
423.24, 1990.21, -0.589, 24.93, 24.93
423.45, 1990.07, -0.589, 24.93, 24.93
423.66, 1989.93, -0.589, 24.93, 24.93
423.87, 1989.79, -0.589, 24.93, 24.93
424.07, 1989.65, -0.589, 24.93, 24.93
424.28, 1989.51, -0.589, 24.93, 24.93
424.49, 1989.38, -0.589, 24.93, 24.93
424.69, 1989.24, -0.589, 24.93, 24.93
424.90, 1989.10, -0.589, 24.93, 24.93
425.11, 1988.96, -0.589, 24.93, 24.93
425.32, 1988.82, -0.589, 24.93, 24.93
425.52, 1988.68, -0.589, 24.93, 24.93
425.73, 1988.54, -0.589, 24.93, 24.93
425.94, 1988.41, -0.589, 24.93, 24.93
426.15, 1988.27, -0.589, 24.93, 24.93
426.35, 1988.13, -0.589, 24.93, 24.93
426.56, 1987.99, -0.589, 24.93, 24.93
426.77, 1987.85, -0.589, 24.93, 24.93
426.97, 1987.71, -0.589, 24.93, 24.93
427.18, 1987.58, -0.589, 24.93, 24.93
427.39, 1987.44, -0.589, 24.93, 24.93
427.39, 1987.44, -0.465, -6.16, 6.16
427.39, 1987.44, -0.342, -6.16, 6.16
427.39, 1987.44, -0.219, -6.16, 6.16
427.39, 1987.44, -0.096, -6.16, 6.16
427.39, 1987.44, 0.027, -6.16, 6.16
427.39, 1987.44, 0.150, -6.16, 6.16
427.39, 1987.44, 0.274, -6.16, 6.16
427.39, 1987.44, 0.397, -6.16, 6.16
427.39, 1987.44, 0.520, -6.16, 6.16
427.39, 1987.44, 0.643, -6.16, 6.16
427.39, 1987.44, 0.766, -6.16, 6.16
427.49, 1987.57, 0.954, 6.16, 24.93
427.64, 1987.78, 0.954, 24.93, 24.93
427.78, 1987.98, 0.954, 24.93, 24.93
427.92, 1988.18, 0.954, 24.93, 24.93
428.07, 1988.39, 0.954, 24.93, 24.93
428.21, 1988.59, 0.954, 24.93, 24.93
428.36, 1988.79, 0.954, 24.93, 24.93
428.50, 1989.00, 0.954, 24.93, 24.93
428.64, 1989.20, 0.954, 24.93, 24.93
428.79, 1989.40, 0.954, 24.93, 24.93
428.93, 1989.61, 0.954, 24.93, 24.93
429.08, 1989.81, 0.954, 24.93, 24.93
429.22, 1990.01, 0.954, 24.93, 24.93
429.37, 1990.22, 0.954, 24.93, 24.93
429.51, 1990.42, 0.954, 24.93, 24.93
429.65, 1990.62, 0.954, 24.93, 24.93
429.80, 1990.83, 0.954, 24.93, 24.93
429.94, 1991.03, 0.954, 24.93, 24.93
430.09, 1991.23, 0.954, 24.93, 24.93
430.23, 1991.44, 0.954, 24.93, 24.93
430.37, 1991.64, 0.954, 24.93, 24.93
430.37, 1991.64, 0.831, 6.16, -6.16
430.37, 1991.64, 0.708, 6.16, -6.16
430.37, 1991.64, 0.584, 6.16, -6.16
430.37, 1991.64, 0.461, 6.16, -6.16
430.52, 1991.67, 0.274, 24.93, 6.16
430.76, 1991.74, 0.274, 24.93, 24.93
431.00, 1991.80, 0.274, 24.93, 24.93
431.24, 1991.87, 0.274, 24.93, 24.93
431.48, 1991.94, 0.274, 24.93, 24.93
431.72, 1992.01, 0.274, 24.93, 24.93
431.96, 1992.07, 0.274, 24.93, 24.93
432.20, 1992.14, 0.274, 24.93, 24.93
432.44, 1992.21, 0.274, 24.93, 24.93
432.59, 1992.21, 0.086, 24.93, 6.16
432.84, 1992.23, 0.086, 24.93, 24.93
433.09, 1992.25, 0.086, 24.93, 24.93
433.24, 1992.22, -0.102, 24.93, 6.16
433.49, 1992.19, -0.102, 24.93, 24.93
433.74, 1992.17, -0.102, 24.93, 24.93
433.89, 1992.11, -0.289, 24.93, 6.16
434.13, 1992.04, -0.289, 24.93, 24.93
434.37, 1991.97, -0.289, 24.93, 24.93
434.51, 1991.88, -0.477, 24.93, 6.16
434.74, 1991.77, -0.477, 24.93, 24.93
434.96, 1991.65, -0.477, 24.93, 24.93
435.18, 1991.54, -0.477, 24.93, 24.93
435.31, 1991.43, -0.665, 24.93, 6.16
435.51, 1991.28, -0.665, 24.93, 24.93
435.70, 1991.12, -0.665, 24.93, 24.93
435.90, 1990.97, -0.665, 24.93, 24.93
436.09, 1990.82, -0.665, 24.93, 24.93
436.29, 1990.66, -0.665, 24.93, 24.93
436.49, 1990.51, -0.665, 24.93, 24.93
436.68, 1990.36, -0.665, 24.93, 24.93
436.88, 1990.20, -0.665, 24.93, 24.93
437.07, 1990.05, -0.665, 24.93, 24.93
437.27, 1989.89, -0.665, 24.93, 24.93
437.47, 1989.74, -0.665, 24.93, 24.93
437.66, 1989.59, -0.665, 24.93, 24.93
437.86, 1989.43, -0.665, 24.93, 24.93
438.06, 1989.28, -0.665, 24.93, 24.93
438.25, 1989.13, -0.665, 24.93, 24.93
438.45, 1988.97, -0.665, 24.93, 24.93
438.64, 1988.82, -0.665, 24.93, 24.93
438.84, 1988.66, -0.665, 24.93, 24.93
439.04, 1988.51, -0.665, 24.93, 24.93
439.23, 1988.36, -0.665, 24.93, 24.93
439.23, 1988.36, -0.542, -6.16, 6.16
439.23, 1988.36, -0.418, -6.16, 6.16
439.23, 1988.36, -0.295, -6.16, 6.16
439.23, 1988.36, -0.172, -6.16, 6.16
439.23, 1988.36, -0.049, -6.16, 6.16
439.23, 1988.36, 0.074, -6.16, 6.16
439.23, 1988.36, 0.197, -6.16, 6.16
439.23, 1988.36, 0.321, -6.16, 6.16
439.23, 1988.36, 0.444, -6.16, 6.16
439.23, 1988.36, 0.567, -6.16, 6.16
439.23, 1988.36, 0.690, -6.16, 6.16
439.28, 1988.40, 0.690, 6.16, 6.16
439.39, 1988.53, 0.878, 6.16, 24.93
439.55, 1988.72, 0.878, 24.93, 24.93
439.71, 1988.91, 0.878, 24.93, 24.93
439.87, 1989.10, 0.878, 24.93, 24.93
440.03, 1989.29, 0.878, 24.93, 24.93
440.19, 1989.48, 0.878, 24.93, 24.93
440.35, 1989.68, 0.878, 24.93, 24.93
440.50, 1989.87, 0.878, 24.93, 24.93
440.66, 1990.06, 0.878, 24.93, 24.93
440.82, 1990.25, 0.878, 24.93, 24.93
440.98, 1990.44, 0.878, 24.93, 24.93
441.14, 1990.64, 0.878, 24.93, 24.93
441.30, 1990.83, 0.878, 24.93, 24.93
441.46, 1991.02, 0.878, 24.93, 24.93
